location,snow_depth,snow_water_equivalent,elevation_band,elevation,month,year,state
Zirkel,54,20.7,9,9340,04,07,co
Zirkel,30,11.9,9,9340,05,07,co
Zirkel,0,0.0,9,9340,06,07,co
Zirkel,48,10.4,9,9340,01,08,co
Zirkel,67,19.7,9,9340,02,08,co
Zirkel,81,28.1,9,9340,03,08,co
Zirkel,90,34.1,9,9340,04,08,co
Zirkel,64,30.3,9,9340,05,08,co
Zirkel,20,10.2,9,9340,06,08,co
Zirkel,38,10.4,9,9340,01,09,co
Zirkel,72,21.8,9,9340,02,09,co
Zirkel,78,27.4,9,9340,03,09,co
Zirkel,83,31.3,9,9340,04,09,co
Zirkel,48,24.2,9,9340,05,09,co
Zirkel,,0.0,9,9340,06,09,co
Zirkel,39,8.7,9,9340,01,10,co
Zirkel,50,13.4,9,9340,02,10,co
Zirkel,58,17.4,9,9340,03,10,co
Zirkel,53,20.5,9,9340,04,10,co
Zirkel,50,17.7,9,9340,05,10,co
Zirkel,2,1.2,9,9340,06,10,co
Zirkel,65,17.1,9,9340,01,11,co
Zirkel,75,23.5,9,9340,02,11,co
Zirkel,94,31.6,9,9340,03,11,co
Zirkel,102,41.0,9,9340,04,11,co
Zirkel,107,47.6,9,9340,05,11,co
Zirkel,73,35.8,9,9340,06,11,co
Zirkel,30,8.0,9,9340,01,12,co
Zirkel,49,14.2,9,9340,02,12,co
Zirkel,79,22.7,9,9340,03,12,co
Zirkel,37,17.3,9,9340,04,12,co
Zirkel,0,0.0,9,9340,05,12,co
Zirkel,0,0.0,9,9340,06,12,co
Zirkel,34,8.8,9,9340,01,13,co
Zirkel,53,12.8,9,9340,02,13,co
Zirkel,50,16.5,9,9340,03,13,co
Zirkel,52,21.7,9,9340,04,13,co
Zirkel,55,23.7,9,9340,05,13,co
Zirkel,0,0.0,9,9340,06,13,co
Zirkel,42,11.4,9,9340,01,14,co
Zirkel,67,20.7,9,9340,02,14,co
Zirkel,104,35.7,9,9340,03,14,co
Zirkel,98,42.2,9,9340,04,14,co
Zirkel,72,37.7,9,9340,05,14,co
Zirkel,30,13.8,9,9340,06,14,co
Zirkel,41,12.6,9,9340,01,15,co
Zirkel,43,16.1,9,9340,02,15,co
Zirkel,63,22.1,9,9340,03,15,co
Zirkel,44,20.4,9,9340,04,15,co
Zirkel,22,10.8,9,9340,05,15,co
Zirkel,0,0.0,9,9340,06,15,co
Zirkel,39,10.7,9,9340,01,16,co
Zirkel,55,16.1,9,9340,02,16,co
Zirkel,60,21.3,9,9340,03,16,co
Zirkel,73,28.1,9,9340,04,16,co
Zirkel,61,26.3,9,9340,05,16,co
Zirkel,6,2.9,9,9340,06,16,co
"Above Gilmore",31,7.0,8,8240,03,00,id
"Above Gilmore",33,8.8,8,8240,03,00,id
"Above Gilmore",22,4.6,8,8240,02,01,id
"Above Gilmore",17,4.5,8,8240,03,01,id
"Above Gilmore",28,6.7,8,8240,02,02,id
"Above Gilmore",31,7.6,8,8240,03,02,id
"Above Gilmore",28,6.7,8,8240,02,03,id
"Above Gilmore",35,7.6,8,8240,02,04,id
"Above Gilmore",25,6.6,8,8240,03,04,id
"Above Gilmore",25,5.4,8,8240,03,05,id
"Above Gilmore",27,5.3,8,8240,03,05,id
"Above Gilmore",31,8.1,8,8240,02,06,id
"Above Gilmore",42,12.5,8,8240,03,06,id
"Above Gilmore",34,7.1,8,8240,02,07,id
"Above Gilmore",25,6.4,8,8240,03,07,id
"Above Gilmore",36,10.1,8,8240,02,08,id
"Above Gilmore",43,10.5,8,8240,03,08,id
"Above Gilmore",25,6.5,8,8240,03,09,id
"Above Gilmore",40,9.4,8,8240,03,09,id
"Above Gilmore",19,3.7,8,8240,02,10,id
"Above Gilmore",26,6.1,8,8240,03,10,id
"Above Gilmore",27,6.9,8,8240,03,11,id
"Above Gilmore",36,10.8,8,8240,03,11,id
"Above Gilmore",34,7.5,8,8240,03,12,id
"Above Gilmore",34,10.4,8,8240,03,12,id
"Above Gilmore",30,7.3,8,8240,02,13,id
"Above Gilmore",26,7.5,8,8240,03,13,id
"Above Gilmore",39,9.2,8,8240,04,14,id
"Above Gilmore",28,5.9,8,8240,03,15,id
"Above Gilmore",23,6.4,8,8240,03,16,id
"Above Gilmore",35,8.2,8,8240,03,16,id
"Above Roland",75,31.0,4,4350,03,00,id
"Above Roland",42,17.4,4,4350,03,01,id
"Above Roland",57,21.2,4,4350,04,03,id
"Above Roland",63,26.6,4,4350,04,04,id
"Above Roland",24,8.6,4,4350,03,05,id
"Above Roland",46,15.0,4,4350,03,05,id
"Above Roland",73,33.4,4,4350,04,06,id
"Above Roland",67,28.8,4,4350,03,07,id
"Above Roland",108,41.0,4,4350,03,08,id
"Above Roland",78,28.4,4,4350,03,09,id
"Above Roland",41,16.0,4,4350,04,10,id
"Above Roland",94,36.2,4,4350,03,11,id
"Above Roland",86,36.8,4,4350,03,12,id
"Above Roland",65,21.8,4,4350,03,13,id
"Above Roland",89,37.0,4,4350,04,14,id
"Above Roland",30,13.2,4,4350,03,15,id
"Above Roland",64,28.2,4,4350,04,16,id
"Allen Ranch",25,6.6,6,6470,01,00,id
"Allen Ranch",35,10.0,6,6470,03,00,id
"Allen Ranch",31,11.0,6,6470,03,00,id
"Allen Ranch",27,4.8,6,6470,01,01,id
"Allen Ranch",30,7.0,6,6470,02,01,id
"Allen Ranch",14,4.6,6,6470,03,01,id
"Allen Ranch",32,7.4,6,6470,01,02,id
"Allen Ranch",33,8.2,6,6470,03,02,id
"Allen Ranch",21,8.2,6,6470,04,02,id
"Allen Ranch",21,6.4,6,6470,01,03,id
"Allen Ranch",27,9.0,6,6470,02,03,id
"Allen Ranch",21,7.6,6,6470,03,03,id
"Allen Ranch",33,7.6,6,6470,01,04,id
"Allen Ranch",33,9.6,6,6470,02,04,id
"Allen Ranch",20,8.0,6,6470,03,04,id
"Allen Ranch",25,6.2,6,6470,01,05,id
"Allen Ranch",31,7.6,6,6470,02,05,id
"Allen Ranch",26,9.0,6,6470,03,05,id
"Allen Ranch",36,9.4,6,6470,01,06,id
"Allen Ranch",41,11.6,6,6470,02,06,id
"Allen Ranch",35,12.2,6,6470,04,06,id
"Allen Ranch",26,5.0,6,6470,01,07,id
"Allen Ranch",31,7.8,6,6470,02,07,id
"Allen Ranch",17,5.0,6,6470,03,07,id
"Allen Ranch",28,6.0,6,6470,01,08,id
"Allen Ranch",33,9.2,6,6470,02,08,id
"Allen Ranch",30,10.0,6,6470,03,08,id
"Allen Ranch",29,7.0,6,6470,01,09,id
"Allen Ranch",33,9.4,6,6470,02,09,id
"Allen Ranch",30,9.6,6,6470,03,09,id
"Allen Ranch",23,4.2,6,6470,01,10,id
"Allen Ranch",27,6.4,6,6470,02,10,id
"Allen Ranch",22,7.0,6,6470,03,10,id
"Allen Ranch",32,8.6,6,6470,01,11,id
"Allen Ranch",42,9.9,6,6470,03,11,id
"Allen Ranch",43,14.0,6,6470,03,11,id
"Allen Ranch",29,6.8,6,6470,01,12,id
"Allen Ranch",34,8.4,6,6470,02,12,id
"Allen Ranch",17,5.7,6,6470,03,12,id
"Allen Ranch",21,5.6,6,6470,02,13,id
"Allen Ranch",26,6.8,6,6470,02,13,id
"Allen Ranch",22,9.2,6,6470,03,13,id
"Allen Ranch",17,4.0,6,6470,01,14,id
"Allen Ranch",28,7.6,6,6470,02,14,id
"Allen Ranch",21,7.6,6,6470,03,14,id
"Allen Ranch",21,6.0,6,6470,01,15,id
"Allen Ranch",21,6.0,6,6470,02,15,id
"Allen Ranch",0,0.0,6,6470,04,15,id
"Allen Ranch",30,6.2,6,6470,02,16,id
"Allen Ranch",27,7.8,6,6470,02,16,id
"Allen Ranch",24,10.0,6,6470,04,16,id
"Atlanta Summit",30,8.2,7,7580,01,00,id
"Atlanta Summit",59,16.7,7,7580,02,00,id
"Atlanta Summit",86,24.4,7,7580,03,00,id
"Atlanta Summit",79,27.7,7,7580,04,00,id
"Atlanta Summit",53,22.9,7,7580,05,00,id
"Atlanta Summit",15,5.9,7,7580,06,00,id
"Atlanta Summit",40,9.5,7,7580,01,01,id
"Atlanta Summit",46,11.8,7,7580,02,01,id
"Atlanta Summit",52,13.9,7,7580,03,01,id
"Atlanta Summit",50,15.6,7,7580,04,01,id
"Atlanta Summit",42,16.0,7,7580,05,01,id
"Atlanta Summit",0,0.0,7,7580,06,01,id
"Atlanta Summit",53,14.6,7,7580,01,02,id
"Atlanta Summit",68,19.8,7,7580,02,02,id
"Atlanta Summit",72,23.2,7,7580,03,02,id
"Atlanta Summit",77,27.4,7,7580,04,02,id
"Atlanta Summit",60,26.8,7,7580,05,02,id
"Atlanta Summit",16,7.6,7,7580,06,02,id
"Atlanta Summit",68,14.1,7,7580,01,03,id
"Atlanta Summit",61,19.2,7,7580,02,03,id
"Atlanta Summit",72,22.1,7,7580,03,03,id
"Atlanta Summit",88,29.9,7,7580,04,03,id
"Atlanta Summit",86,32.1,7,7580,05,03,id
"Atlanta Summit",38,16.9,7,7580,06,03,id
"Atlanta Summit",68,14.5,7,7580,01,04,id
"Atlanta Summit",70,20.7,7,7580,02,04,id
"Atlanta Summit",78,25.1,7,7580,03,04,id
"Atlanta Summit",57,23.5,7,7580,04,04,id
"Atlanta Summit",15,6.4,7,7580,05,04,id
"Atlanta Summit",0,0.0,7,7580,06,04,id
"Atlanta Summit",42,10.1,7,7580,01,05,id
"Atlanta Summit",44,13.0,7,7580,02,05,id
"Atlanta Summit",50,14.6,7,7580,03,05,id
"Atlanta Summit",75,19.9,7,7580,04,05,id
"Atlanta Summit",44,16.4,7,7580,05,05,id
"Atlanta Summit",0,0.0,7,7580,06,05,id
"Atlanta Summit",84,19.9,7,7580,01,06,id
"Atlanta Summit",108,30.3,7,7580,02,06,id
"Atlanta Summit",105,33.7,7,7580,03,06,id
"Atlanta Summit",115,39.7,7,7580,04,06,id
"Atlanta Summit",86,39.9,7,7580,05,06,id
"Atlanta Summit",17,8.0,7,7580,06,06,id
"Atlanta Summit",55,13.5,7,7580,01,07,id
"Atlanta Summit",52,15.8,7,7580,02,07,id
"Atlanta Summit",80,20.5,7,7580,03,07,id
"Atlanta Summit",52,20.1,7,7580,04,07,id
"Atlanta Summit",33,13.6,7,7580,05,07,id
"Atlanta Summit",0,0.0,7,7580,06,07,id
"Atlanta Summit",55,11.4,7,7580,01,08,id
"Atlanta Summit",101,22.1,7,7580,02,08,id
"Atlanta Summit",83,26.7,7,7580,03,08,id
"Atlanta Summit",97,30.9,7,7580,04,08,id
"Atlanta Summit",75,29.8,7,7580,05,08,id
"Atlanta Summit",17,8.7,7,7580,06,08,id
"Atlanta Summit",52,11.5,7,7580,01,09,id
"Atlanta Summit",54,16.1,7,7580,02,09,id
"Atlanta Summit",67,19.6,7,7580,03,09,id
"Atlanta Summit",86,26.3,7,7580,04,09,id
"Atlanta Summit",61,24.1,7,7580,05,09,id
"Atlanta Summit",2,1.0,7,7580,06,09,id
"Atlanta Summit",40,8.3,7,7580,01,10,id
"Atlanta Summit",61,14.9,7,7580,02,10,id
"Atlanta Summit",60,17.6,7,7580,03,10,id
"Atlanta Summit",76,21.9,7,7580,04,10,id
"Atlanta Summit",55,20.5,7,7580,05,10,id
"Atlanta Summit",25,11.7,7,7580,06,10,id
"Atlanta Summit",67,16.0,7,7580,01,11,id
"Atlanta Summit",60,19.9,7,7580,02,11,id
"Atlanta Summit",72,22.9,7,7580,03,11,id
"Atlanta Summit",93,31.8,7,7580,04,11,id
"Atlanta Summit",100,38.2,7,7580,05,11,id
"Atlanta Summit",58,28.4,7,7580,06,11,id
"Atlanta Summit",42,9.6,7,7580,01,12,id
"Atlanta Summit",73,18.4,7,7580,02,12,id
"Atlanta Summit",91,24.1,7,7580,03,12,id
"Atlanta Summit",94,34.7,7,7580,04,12,id
"Atlanta Summit",63,27.9,7,7580,05,12,id
"Atlanta Summit",7,3.5,7,7580,06,12,id
"Atlanta Summit",59,16.5,7,7580,01,13,id
"Atlanta Summit",65,19.7,7,7580,02,13,id
"Atlanta Summit",70,21.8,7,7580,03,13,id
"Atlanta Summit",62,23.1,7,7580,04,13,id
"Atlanta Summit",53,22.7,7,7580,05,13,id
"Atlanta Summit",0,0.0,7,7580,06,13,id
"Atlanta Summit",32,7.7,7,7580,01,14,id
"Atlanta Summit",49,12.6,7,7580,02,14,id
"Atlanta Summit",81,22.7,7,7580,03,14,id
"Atlanta Summit",99,30.9,7,7580,04,14,id
"Atlanta Summit",76,31.6,7,7580,05,14,id
"Atlanta Summit",7,2.4,7,7580,06,14,id
"Atlanta Summit",60,14.9,7,7580,01,15,id
"Atlanta Summit",58,19.0,7,7580,02,15,id
"Atlanta Summit",65,22.9,7,7580,03,15,id
"Atlanta Summit",52,22.0,7,7580,04,15,id
"Atlanta Summit",33,15.6,7,7580,05,15,id
"Atlanta Summit",0,0.0,7,7580,06,15,id
"Atlanta Summit",64,16.3,7,7580,01,16,id
"Atlanta Summit",82,22.7,7,7580,02,16,id
"Atlanta Summit",74,25.3,7,7580,03,16,id
"Atlanta Summit",91,34.1,7,7580,04,16,id
"Atlanta Summit",53,24.3,7,7580,05,16,id
"Atlanta Summit",0,0.0,7,7580,06,16,id
"Bad Bear",22,3.9,4,4940,01,00,id
"Bad Bear",33,9.6,4,4940,01,00,id
"Bad Bear",31,10.2,4,4940,02,00,id
"Bad Bear",32,13.0,4,4940,03,00,id
"Bad Bear",0,0.0,4,4940,05,00,id
"Bad Bear",26,6.1,4,4940,01,01,id
"Bad Bear",27,7.4,4,4940,02,01,id
"Bad Bear",25,7.1,4,4940,03,01,id
"Bad Bear",5,1.5,4,4940,04,01,id
"Bad Bear",0,0.0,4,4940,05,01,id
"Bad Bear",33,9.1,4,4940,01,02,id
"Bad Bear",46,13.2,4,4940,02,02,id
"Bad Bear",41,13.5,4,4940,03,02,id
"Bad Bear",40,15.5,4,4940,04,02,id
"Bad Bear",1,0.4,4,4940,05,02,id
"Bad Bear",25,4.2,4,4940,01,03,id
"Bad Bear",13,4.3,4,4940,01,03,id
"Bad Bear",16,5.3,4,4940,02,03,id
"Bad Bear",12,4.7,4,4940,04,03,id
"Bad Bear",10,0.1,4,4940,04,03,id
"Bad Bear",54,13.4,4,4940,01,04,id
"Bad Bear",42,14.8,4,4940,02,04,id
"Bad Bear",21,8.9,4,4940,04,04,id
"Bad Bear",0,0.0,4,4940,04,04,id
"Bad Bear",18,5.5,4,4940,01,05,id
"Bad Bear",18,6.3,4,4940,03,05,id
"Bad Bear",15,4.6,4,4940,03,05,id
"Bad Bear",0,0.0,4,4940,04,05,id
"Bad Bear",51,12.2,4,4940,01,06,id
"Bad Bear",41,13.3,4,4940,02,06,id
"Bad Bear",42,16.1,4,4940,03,06,id
"Bad Bear",5,1.9,4,4940,04,06,id
"Bad Bear",26,7.1,4,4940,01,07,id
"Bad Bear",36,9.6,4,4940,02,07,id
"Bad Bear",11,4.1,4,4940,03,07,id
"Bad Bear",0,0.0,4,4940,04,07,id
"Bad Bear",61,12.4,4,4940,01,08,id
"Bad Bear",44,15.3,4,4940,02,08,id
"Bad Bear",48,18.0,4,4940,03,08,id
"Bad Bear",21,9.9,4,4940,04,08,id
"Bad Bear",28,9.3,4,4940,01,09,id
"Bad Bear",24,8.3,4,4940,03,09,id
"Bad Bear",27,9.9,4,4940,03,09,id
"Bad Bear",0,0.0,4,4940,04,09,id
"Bad Bear",33,9.0,4,4940,01,10,id
"Bad Bear",36,11.0,4,4940,02,10,id
"Bad Bear",26,8.6,4,4940,03,10,id
"Bad Bear",4,0.6,4,4940,04,10,id
"Bad Bear",0,0.0,4,4940,05,10,id
"Bad Bear",30,10.1,4,4940,01,11,id
"Bad Bear",34,10.5,4,4940,02,11,id
"Bad Bear",39,14.5,4,4940,03,11,id
"Bad Bear",26,9.7,4,4940,04,11,id
"Bad Bear",36,9.6,4,4940,01,12,id
"Bad Bear",40,11.3,4,4940,02,12,id
"Bad Bear",30,11.5,4,4940,03,12,id
"Bad Bear",0,0.0,4,4940,05,12,id
"Bad Bear",20,4.8,4,4940,01,13,id
"Bad Bear",25,5.7,4,4940,02,13,id
"Bad Bear",10,3.5,4,4940,03,13,id
"Bad Bear",0,0.0,4,4940,04,13,id
"Bad Bear",22,4.7,4,4940,01,14,id
"Bad Bear",30,10.7,4,4940,02,14,id
"Bad Bear",27,10.1,4,4940,03,14,id
"Bad Bear",0,0.0,4,4940,04,14,id
"Bad Bear",28,7.8,4,4940,02,15,id
"Bad Bear",18,6.6,4,4940,02,15,id
"Bad Bear",0,0.0,4,4940,03,15,id
"Bad Bear",0,0.0,4,4940,04,15,id
"Bad Bear",39,12.2,4,4940,01,16,id
"Bad Bear",30,10.9,4,4940,02,16,id
"Bad Bear",20,8.2,4,4940,03,16,id
"Bad Bear",0,0.0,4,4940,04,16,id
"Badger Gulch",38,11.0,6,6660,02,00,id
"Badger Gulch",35,12.0,6,6660,03,00,id
"Badger Gulch",3,1.0,6,6660,04,00,id
"Badger Gulch",32,7.9,6,6660,02,01,id
"Badger Gulch",18,5.9,6,6660,03,01,id
"Badger Gulch",5,2.0,6,6660,04,01,id
"Badger Gulch",42,14.4,6,6660,02,02,id
"Badger Gulch",42,15.8,6,6660,03,02,id
"Badger Gulch",14,6.6,6,6660,04,02,id
"Badger Gulch",19,6.2,6,6660,02,03,id
"Badger Gulch",11,4.2,6,6660,03,03,id
"Badger Gulch",0,0.0,6,6660,04,03,id
"Badger Gulch",50,14.4,6,6660,02,04,id
"Badger Gulch",36,13.0,6,6660,03,04,id
"Badger Gulch",5,2.2,6,6660,04,04,id
"Badger Gulch",32,9.8,6,6660,02,05,id
"Badger Gulch",32,9.8,6,6660,03,05,id
"Badger Gulch",20,7.2,6,6660,04,05,id
"Badger Gulch",52,17.6,6,6660,02,06,id
"Badger Gulch",52,18.2,6,6660,03,06,id
"Badger Gulch",29,12.8,6,6660,04,06,id
"Badger Gulch",22,6.4,6,6660,02,07,id
"Badger Gulch",16,5.2,6,6660,03,07,id
"Badger Gulch",1,0.2,6,6660,04,07,id
"Badger Gulch",47,15.6,6,6660,03,08,id
"Badger Gulch",44,16.8,6,6660,03,08,id
"Badger Gulch",29,14.2,6,6660,04,08,id
"Badger Gulch",31,10.4,6,6660,03,09,id
"Badger Gulch",32,10.2,6,6660,03,09,id
"Badger Gulch",18,8.0,6,6660,05,09,id
"Badger Gulch",35,9.6,6,6660,02,10,id
"Badger Gulch",30,11.2,6,6660,03,10,id
"Badger Gulch",15,5.3,6,6660,04,10,id
"Badger Gulch",40,10.0,6,6660,02,11,id
"Badger Gulch",42,15.4,6,6660,03,11,id
"Badger Gulch",29,12.0,6,6660,05,11,id
"Badger Gulch",36,11.6,6,6660,02,12,id
"Badger Gulch",26,10.9,6,6660,03,12,id
"Badger Gulch",0,0.0,6,6660,04,12,id
"Badger Gulch",33,10.1,6,6660,03,13,id
"Badger Gulch",26,9.6,6,6660,03,13,id
"Badger Gulch",4,1.5,6,6660,04,13,id
"Badger Gulch",32,10.6,6,6660,03,14,id
"Badger Gulch",30,11.4,6,6660,04,14,id
"Badger Gulch",5,3.1,6,6660,05,14,id
"Badger Gulch",30,10.1,6,6660,03,15,id
"Badger Gulch",15,5.4,6,6660,03,15,id
"Badger Gulch",37,13.6,6,6660,03,16,id
"Badger Gulch",35,14.7,6,6660,04,16,id
"Banner Summit",,7.7,7,7040,01,00,id
"Banner Summit",,16.1,7,7040,02,00,id
"Banner Summit",,22.4,7,7040,03,00,id
"Banner Summit",,24.3,7,7040,04,00,id
"Banner Summit",,15.3,7,7040,05,00,id
"Banner Summit",,0.0,7,7040,06,00,id
"Banner Summit",29,6.4,7,7040,01,01,id
"Banner Summit",31,7.7,7,7040,02,01,id
"Banner Summit",35,9.4,7,7040,03,01,id
"Banner Summit",33,11.3,7,7040,04,01,id
"Banner Summit",27,10.7,7,7040,05,01,id
"Banner Summit",0,0.0,7,7040,06,01,id
"Banner Summit",45,12.6,7,7040,01,02,id
"Banner Summit",68,18.3,7,7040,02,02,id
"Banner Summit",65,21.0,7,7040,03,02,id
"Banner Summit",68,25.7,7,7040,04,02,id
"Banner Summit",47,21.7,7,7040,05,02,id
"Banner Summit",4,2.0,7,7040,06,02,id
"Banner Summit",60,12.3,7,7040,01,03,id
"Banner Summit",60,18.2,7,7040,02,03,id
"Banner Summit",70,21.1,7,7040,03,03,id
"Banner Summit",80,29.2,7,7040,04,03,id
"Banner Summit",75,29.1,7,7040,05,03,id
"Banner Summit",22,10.4,7,7040,06,03,id
"Banner Summit",59,12.4,7,7040,01,04,id
"Banner Summit",69,18.0,7,7040,02,04,id
"Banner Summit",71,22.6,7,7040,03,04,id
"Banner Summit",49,20.2,7,7040,04,04,id
"Banner Summit",23,10.4,7,7040,05,04,id
"Banner Summit",0,0.0,7,7040,06,04,id
"Banner Summit",38,7.8,7,7040,01,05,id
"Banner Summit",40,10.2,7,7040,02,05,id
"Banner Summit",40,11.3,7,7040,03,05,id
"Banner Summit",55,15.7,7,7040,04,05,id
"Banner Summit",32,12.1,7,7040,05,05,id
"Banner Summit",0,0.0,7,7040,06,05,id
"Banner Summit",74,17.1,7,7040,01,06,id
"Banner Summit",98,26.2,7,7040,02,06,id
"Banner Summit",89,30.1,7,7040,03,06,id
"Banner Summit",92,33.9,7,7040,04,06,id
"Banner Summit",67,29.9,7,7040,05,06,id
"Banner Summit",13,4.7,7,7040,06,06,id
"Banner Summit",53,12.6,7,7040,01,07,id
"Banner Summit",49,14.9,7,7040,02,07,id
"Banner Summit",77,20.9,7,7040,03,07,id
"Banner Summit",43,19.4,7,7040,04,07,id
"Banner Summit",22,11.9,7,7040,05,07,id
"Banner Summit",0,0.0,7,7040,06,07,id
"Banner Summit",47,9.8,7,7040,01,08,id
"Banner Summit",83,19.5,7,7040,02,08,id
"Banner Summit",62,23.0,7,7040,03,08,id
"Banner Summit",73,27.6,7,7040,04,08,id
"Banner Summit",52,26.4,7,7040,05,08,id
"Banner Summit",3,4.8,7,7040,06,08,id
"Banner Summit",51,10.8,7,7040,01,09,id
"Banner Summit",48,15.4,7,7040,02,09,id
"Banner Summit",54,18.3,7,7040,03,09,id
"Banner Summit",77,27.2,7,7040,04,09,id
"Banner Summit",50,26.5,7,7040,05,09,id
"Banner Summit",9,7.0,7,7040,06,09,id
"Banner Summit",25,6.2,7,7040,01,10,id
"Banner Summit",,11.6,7,7040,02,10,id
"Banner Summit",,13.5,7,7040,03,10,id
"Banner Summit",,17.5,7,7040,04,10,id
"Banner Summit",,15.0,7,7040,05,10,id
"Banner Summit",,7.2,7,7040,06,10,id
"Banner Summit",55,13.2,7,7040,01,11,id
"Banner Summit",55,17.2,7,7040,02,11,id
"Banner Summit",66,20.2,7,7040,03,11,id
"Banner Summit",81,28.7,7,7040,04,11,id
"Banner Summit",85,33.5,7,7040,05,11,id
"Banner Summit",47,21.7,7,7040,06,11,id
"Banner Summit",40,9.0,7,7040,01,12,id
"Banner Summit",64,15.9,7,7040,02,12,id
"Banner Summit",78,20.1,7,7040,03,12,id
"Banner Summit",86,29.0,7,7040,04,12,id
"Banner Summit",53,22.2,7,7040,05,12,id
"Banner Summit",7,3.4,7,7040,06,12,id
"Banner Summit",49,14.2,7,7040,01,13,id
"Banner Summit",59,16.6,7,7040,02,13,id
"Banner Summit",61,18.2,7,7040,03,13,id
"Banner Summit",51,20.4,7,7040,04,13,id
"Banner Summit",36,16.3,7,7040,05,13,id
"Banner Summit",0,0.0,7,7040,06,13,id
"Banner Summit",28,6.5,7,7040,01,14,id
"Banner Summit",43,10.3,7,7040,02,14,id
"Banner Summit",67,18.5,7,7040,03,14,id
"Banner Summit",82,26.5,7,7040,04,14,id
"Banner Summit",62,24.7,7,7040,05,14,id
"Banner Summit",6,2.4,7,7040,06,14,id
"Banner Summit",41,10.3,7,7040,01,15,id
"Banner Summit",42,13.2,7,7040,02,15,id
"Banner Summit",48,16.6,7,7040,03,15,id
"Banner Summit",31,14.1,7,7040,04,15,id
"Banner Summit",15,7.4,7,7040,05,15,id
"Banner Summit",0,0.0,7,7040,06,15,id
"Banner Summit",54,14.3,7,7040,01,16,id
"Banner Summit",69,19.8,7,7040,02,16,id
"Banner Summit",64,22.4,7,7040,03,16,id
"Banner Summit",74,29.5,7,7040,04,16,id
"Banner Summit",37,16.8,7,7040,05,16,id
"Banner Summit",0,0.0,7,7040,06,16,id
"Battle Creek Am",13,3.5,5,5710,01,00,id
"Battle Creek Am",10,3.0,5,5710,02,00,id
"Battle Creek Am",3,1.5,5,5710,03,00,id
"Battle Creek Am",12,2.7,5,5710,01,01,id
"Battle Creek Am",15,3.9,5,5710,02,01,id
"Battle Creek Am",0,0.0,5,5710,03,01,id
"Battle Creek Am",21,6.7,5,5710,01,02,id
"Battle Creek Am",22,8.4,5,5710,02,02,id
"Battle Creek Am",21,8.6,5,5710,03,02,id
"Battle Creek Am",,1.0,5,5710,03,03,id
"Battle Creek Am",0,0.0,5,5710,02,03,id
"Battle Creek Am",0,0.0,5,5710,03,03,id
"Battle Creek Am",22,6.5,5,5710,01,04,id
"Battle Creek Am",0,0.0,5,5710,03,04,id
"Battle Creek Am",6,2.2,5,5710,02,05,id
"Battle Creek Am",0,0.0,5,5710,03,05,id
"Battle Creek Am",8,2.4,5,5710,03,05,id
"Battle Creek Am",18,4.7,5,5710,01,06,id
"Battle Creek Am",20,6.5,5,5710,02,06,id
"Battle Creek Am",16,5.8,5,5710,03,06,id
"Battle Creek Am",8,2.2,5,5710,01,07,id
"Battle Creek Am",3,0.8,5,5710,03,07,id
"Battle Creek Am",0,0.0,5,5710,03,07,id
"Battle Creek Am",31,7.4,5,5710,02,08,id
"Battle Creek Am",24,7.4,5,5710,02,08,id
"Battle Creek Am",19,6.6,5,5710,04,08,id
"Battle Creek Am",22,6.8,5,5710,01,09,id
"Battle Creek Am",10,3.7,5,5710,02,09,id
"Battle Creek Am",0,0.0,5,5710,04,09,id
"Battle Creek Am",13,3.0,5,5710,01,10,id
"Battle Creek Am",18,5.2,5,5710,02,10,id
"Battle Creek Am",11,4.2,5,5710,03,10,id
"Battle Creek Am",3,1.0,5,5710,01,12,id
"Battle Creek Am",3,1.1,5,5710,02,12,id
"Battle Creek Am",0,0.0,5,5710,04,12,id
"Battle Creek Am",4,1.4,5,5710,01,14,id
"Battle Creek Am",0,0.0,5,5710,03,14,id
"Battle Creek Am",0,0.0,5,5710,02,15,id
"Battle Creek Am",0,0.0,5,5710,02,15,id
"Battle Creek Am",0,0.0,5,5710,04,15,id
"Battle Creek Am",13,3.3,5,5710,02,16,id
"Battle Creek Am",7,2.8,5,5710,02,16,id
"Battle Creek Am",0,0.0,5,5710,04,16,id
"Bear Basin",,6.7,5,5350,01,00,id
"Bear Basin",,11.1,5,5350,02,00,id
"Bear Basin",,16.7,5,5350,03,00,id
"Bear Basin",,18.1,5,5350,04,00,id
"Bear Basin",,7.3,5,5350,05,00,id
"Bear Basin",,0.0,5,5350,06,00,id
"Bear Basin",22,4.2,5,5350,01,01,id
"Bear Basin",31,5.6,5,5350,02,01,id
"Bear Basin",31,6.8,5,5350,03,01,id
"Bear Basin",24,7.9,5,5350,04,01,id
"Bear Basin",13,5.2,5,5350,05,01,id
"Bear Basin",0,0.0,5,5350,06,01,id
"Bear Basin",34,9.3,5,5350,01,02,id
"Bear Basin",50,12.9,5,5350,02,02,id
"Bear Basin",51,15.6,5,5350,03,02,id
"Bear Basin",55,19.5,5,5350,04,02,id
"Bear Basin",36,12.1,5,5350,05,02,id
"Bear Basin",0,0.0,5,5350,06,02,id
"Bear Basin",40,8.5,5,5350,01,03,id
"Bear Basin",37,11.5,5,5350,02,03,id
"Bear Basin",50,13.9,5,5350,03,03,id
"Bear Basin",46,17.3,5,5350,04,03,id
