snow_depth,snow_water_equivalent,elevation_band,month,year,state
15,3.6,8,01,08,co
23,6.0,8,02,08,co
22,6.2,8,03,08,co
18,6.7,8,04,08,co
12,3.0,8,01,10,co
20,4.3,8,02,10,co
20,5.2,8,03,10,co
9,2.4,8,04,10,co
18,4.0,8,01,12,co
27,6.8,8,02,12,co
12,2.9,8,03,12,co
0,0.0,8,04,12,co
4,0.8,8,01,13,co
5,0.8,8,02,13,co
6,1.3,8,03,13,co
12,3.8,8,04,13,co
26,5.6,8,01,14,co
32,9.2,8,02,14,co
34,10.4,8,03,14,co
16,5.4,8,04,14,co
16,4.6,8,01,15,co
31,8.6,8,02,15,co
17,6.4,8,03,15,co
13,4.6,8,04,15,co
15,3.7,8,01,16,co
20,5.2,8,02,16,co
21,5.6,8,03,16,co
7,1.8,8,04,16,co
28,6.3,8,01,00,co
45,12.5,8,02,00,co
65,21.0,8,03,00,co
57,23.4,8,04,00,co
25,11.4,8,05,00,co
3,0.0,8,06,00,co
37,10.7,8,01,01,co
51,12.7,8,02,01,co
54,16.4,8,03,01,co
42,15.9,8,04,01,co
16,6.6,8,05,01,co
,0.0,8,06,01,co
31,8.0,8,01,02,co
42,12.0,8,02,02,co
50,15.3,8,03,02,co
40,17.0,8,04,02,co
0,2.6,8,05,02,co
0,0.0,8,06,02,co
,9.2,8,01,03,co
,11.8,8,02,03,co
,17.8,8,03,03,co
56,21.0,8,04,03,co
,20.1,8,05,03,co
2,0.0,8,06,03,co
45,11.0,8,01,04,co
54,13.6,8,02,04,co
62,18.1,8,03,04,co
34,14.9,8,04,04,co
9,4.5,8,05,04,co
1,0.0,8,06,04,co
32,8.1,8,01,05,co
44,12.5,8,02,05,co
56,16.3,8,03,05,co
67,21.1,8,04,05,co
43,15.1,8,05,05,co
1,0.0,8,06,05,co
,13.4,8,01,06,co
64,18.7,8,02,06,co
57,21.9,8,03,06,co
56,24.6,8,04,06,co
21,10.8,8,05,06,co
,0.0,8,06,06,co
30,8.3,8,01,07,co
44,10.3,8,02,07,co
67,16.7,8,03,07,co
40,14.7,8,04,07,co
,0.0,8,05,07,co
,0.0,8,06,07,co
44,8.4,8,01,08,co
65,15.3,8,02,08,co
64,21.6,8,03,08,co
69,25.6,8,04,08,co
48,21.3,8,05,08,co
0,0.4,8,06,08,co
38,9.6,8,01,09,co
64,17.5,8,02,09,co
64,21.5,8,03,09,co
75,24.2,8,04,09,co
35,15.4,8,05,09,co
0,0.0,8,06,09,co
37,6.8,8,01,10,co
38,9.9,8,02,10,co
52,13.7,8,03,10,co
42,15.7,8,04,10,co
42,13.8,8,05,10,co
0,0.0,8,06,10,co
57,13.4,8,01,11,co
68,18.4,8,02,11,co
75,23.8,8,03,11,co
83,31.1,8,04,11,co
87,36.9,8,05,11,co
45,22.4,8,06,11,co
23,5.4,8,01,12,co
36,8.2,8,02,12,co
62,13.9,8,03,12,co
23,8.7,8,04,12,co
0,0.0,8,05,12,co
0,0.0,8,06,12,co
39,7.6,8,01,13,co
53,10.7,8,02,13,co
56,14.6,8,03,13,co
47,18.1,8,04,13,co
36,14.4,8,05,13,co
0,0.0,8,06,13,co
39,9.1,8,01,14,co
63,15.2,8,02,14,co
68,21.1,8,03,14,co
74,27.3,8,04,14,co
50,20.7,8,05,14,co
0,0.0,8,06,14,co
38,9.5,8,01,15,co
35,10.9,8,02,15,co
50,14.9,8,03,15,co
26,11.1,8,04,15,co
0,0.0,8,05,15,co
0,0.0,8,06,15,co
40,9.6,8,01,16,co
63,15.7,8,02,16,co
53,18.4,8,03,16,co
72,25.4,8,04,16,co
55,21.6,8,05,16,co
0,0.0,8,06,16,co
14,3.2,10,01,00,co
21,4.3,10,02,00,co
23,5.4,10,03,00,co
44,8.3,10,04,00,co
26,7.2,10,05,00,co
0,0.0,10,06,00,co
7,1.3,10,01,01,co
11,1.5,10,02,01,co
15,2.6,10,03,01,co
25,5.8,10,04,01,co
20,6.8,10,05,01,co
0,0.0,10,06,01,co
8,1.2,10,01,02,co
13,1.8,10,02,02,co
15,2.3,10,03,02,co
15,3.4,10,04,02,co
,0.1,10,05,02,co
0,0.0,10,06,02,co
10,1.5,10,01,03,co
11,2.2,10,02,03,co
25,3.6,10,03,03,co
55,12.5,10,04,03,co
36,12.6,10,05,03,co
0,0.0,10,06,03,co
6,1.5,10,01,04,co
18,2.5,10,02,04,co
21,4.1,10,03,04,co
13,4.7,10,04,04,co
28,10.0,10,05,04,co
0,0.0,10,06,04,co
17,3.7,10,01,05,co
40,5.7,10,02,05,co
27,6.0,10,03,05,co
37,7.8,10,04,05,co
39,10.8,10,05,05,co
0,0.0,10,06,05,co
13,3.2,10,01,06,co
18,3.7,10,02,06,co
19,4.3,10,03,06,co
29,6.9,10,04,06,co
6,5.4,10,05,06,co
0,0.0,10,06,06,co
39,7.5,10,01,07,co
37,8.8,10,02,07,co
42,9.1,10,03,07,co
37,11.5,10,04,07,co
44,15.1,10,05,07,co
18,8.5,10,06,07,co
18,3.2,10,01,08,co
19,3.8,10,02,08,co
25,5.1,10,03,08,co
33,7.3,10,04,08,co
20,7.9,10,05,08,co
,1.6,10,06,08,co
10,2.3,10,01,09,co
10,2.2,10,02,09,co
5,2.3,10,03,09,co
16,3.4,10,04,09,co
22,7.6,10,05,09,co
,0.0,10,06,09,co
18,3.6,10,01,10,co
19,3.7,10,02,10,co
23,4.5,10,03,10,co
31,7.2,10,04,10,co
22,8.1,10,05,10,co
0,0.0,10,06,10,co
14,2.0,10,01,11,co
14,2.5,10,02,11,co
19,4.2,10,03,11,co
23,5.2,10,04,11,co
20,7.2,10,05,11,co
9,4.7,10,06,11,co
18,3.6,10,01,12,co
18,3.8,10,02,12,co
27,5.3,10,03,12,co
16,4.9,10,04,12,co
3,1.4,10,05,12,co
0,0.0,10,06,12,co
7,0.9,10,01,13,co
6,0.9,10,02,13,co
17,2.3,10,03,13,co
21,4.4,10,04,13,co
24,7.0,10,05,13,co
1,0.1,10,06,13,co
13,2.2,10,01,14,co
26,4.0,10,02,14,co
22,5.4,10,03,14,co
29,7.7,10,04,14,co
24,8.8,10,05,14,co
5,2.3,10,06,14,co
15,2.3,10,01,15,co
15,2.9,10,02,15,co
29,5.3,10,03,15,co
25,6.5,10,04,15,co
34,10.4,10,05,15,co
29,10.4,10,06,15,co
20,4.5,10,01,16,co
25,5.0,10,02,16,co
26,5.7,10,03,16,co
35,7.6,10,04,16,co
48,11.8,10,05,16,co
18,6.4,10,06,16,co
,2.0,9,01,00,co
,6.3,9,02,00,co
,11.3,9,03,00,co
,17.0,9,04,00,co
,8.6,9,05,00,co
,0.0,9,06,00,co
24,5.0,9,01,01,co
40,7.5,9,02,01,co
,11.9,9,03,01,co
40,13.5,9,04,01,co
23,7.8,9,05,01,co
0,0.0,9,06,01,co
26,5.7,9,01,02,co
28,6.0,9,02,02,co
29,7.3,9,03,02,co
20,6.5,9,04,02,co
1,0.0,9,05,02,co
0,0.0,9,06,02,co
33,5.9,9,01,03,co
24,6.2,9,02,03,co
53,9.6,9,03,03,co
40,11.6,9,04,03,co
16,2.4,9,05,03,co
0,0.0,9,06,03,co
30,5.5,9,01,04,co
42,8.5,9,02,04,co
133,13.3,9,03,04,co
26,8.3,9,04,04,co
29,8.0,9,05,04,co
0,0.0,9,06,04,co
27,5.0,9,01,05,co
52,12.3,9,02,05,co
59,16.2,9,03,05,co
66,19.1,9,04,05,co
39,13.2,9,05,05,co
1,0.0,9,06,05,co
21,4.1,9,01,06,co
32,6.1,9,02,06,co
28,7.3,9,03,06,co
47,14.1,9,04,06,co
13,4.8,9,05,06,co
0,0.0,9,06,06,co
22,4.3,9,01,07,co
35,4.8,9,02,07,co
51,9.6,9,03,07,co
24,8.0,9,04,07,co
4,1.2,9,05,07,co
0,0.0,9,06,07,co
34,7.4,9,01,08,co
66,15.7,9,02,08,co
68,22.5,9,03,08,co
55,23.5,9,04,08,co
29,13.9,9,05,08,co
0,0.0,9,06,08,co
42,10.0,9,01,09,co
46,13.1,9,02,09,co
52,17.2,9,03,09,co
47,17.0,9,04,09,co
10,4.1,9,05,09,co
1,0.0,9,06,09,co
37,7.1,9,01,10,co
49,12.2,9,02,10,co
56,15.4,9,03,10,co
50,18.1,9,04,10,co
26,9.0,9,05,10,co
0,0.0,9,06,10,co
45,6.5,9,01,11,co
35,6.9,9,02,11,co
42,10.6,9,03,11,co
34,12.1,9,04,11,co
29,10.6,9,05,11,co
0,0.0,9,06,11,co
18,3.0,9,01,12,co
32,5.3,9,02,12,co
51,9.6,9,03,12,co
19,5.6,9,04,12,co
0,0.0,9,05,12,co
0,0.0,9,06,12,co
20,4.4,9,01,13,co
44,8.8,9,02,13,co
41,10.7,9,03,13,co
31,11.3,9,04,13,co
0,0.0,9,05,13,co
0,0.0,9,06,13,co
19,4.6,9,01,14,co
31,6.5,9,02,14,co
43,10.9,9,03,14,co
33,12.2,9,04,14,co
14,4.2,9,05,14,co
0,0.0,9,06,14,co
24,4.3,9,01,15,co
23,4.7,9,02,15,co
43,7.0,9,03,15,co
13,5.9,9,04,15,co
0,0.0,9,05,15,co
0,0.0,9,06,15,co
41,8.5,9,01,16,co
52,12.2,9,02,16,co
31,11.5,9,03,16,co
28,10.6,9,04,16,co
15,6.3,9,05,16,co
0,0.0,9,06,16,co
0,0.0,8,01,00,co
0,0.0,8,02,00,co
0,0.0,8,03,00,co
0,0.0,8,04,00,co
2,0.6,8,01,01,co
0,0.0,8,02,01,co
0,0.0,8,03,01,co
0,0.0,8,04,01,co
0,0.0,8,01,02,co
0,0.0,8,02,02,co
0,0.0,8,03,02,co
0,0.0,8,04,02,co
0,0.0,8,01,03,co
5,0.7,8,02,03,co
2,0.5,8,03,03,co
0,0.0,8,04,03,co
0,0.0,8,01,04,co
2,0.6,8,02,04,co
0,0.0,8,03,04,co
0,0.0,8,04,04,co
3,0.2,8,01,05,co
0,0.0,8,02,05,co
0,0.0,8,03,05,co
0,0.0,8,04,05,co
0,0.0,8,01,06,co
0,0.0,8,02,06,co
0,0.0,8,03,06,co
0,0.0,8,04,06,co
8,1.2,8,01,07,co
0,0.0,8,02,07,co
0,0.0,8,03,07,co
0,0.0,8,04,07,co
7,1.1,8,01,08,co
0,0.0,8,02,08,co
0,0.0,8,03,08,co
0,0.0,8,04,08,co
0,0.0,8,01,10,co
0,0.0,8,02,10,co
0,0.0,8,03,10,co
0,0.0,8,04,10,co
0,0.0,8,01,12,co
0,0.0,8,02,12,co
0,0.0,8,03,12,co
0,0.0,8,05,12,co
0,0.0,8,02,13,co
3,0.3,8,02,13,co
0,0.0,8,03,13,co
0,0.0,8,04,13,co
4,0.6,8,01,14,co
0,0.0,8,02,14,co
0,0.0,8,03,14,co
0,0.0,8,04,14,co
0,0.0,8,01,15,co
0,0.0,8,02,15,co
0,0.0,8,03,15,co
0,0.0,8,04,15,co
8,1.0,8,01,16,co
0,0.0,8,02,16,co
0,0.0,8,03,16,co
3,0.2,8,04,16,co
,5.4,8,01,00,co
,10.5,8,02,00,co
,16.2,8,03,00,co
,19.1,8,04,00,co
,7.1,8,05,00,co
,0.0,8,06,00,co
,8.4,8,01,01,co
,10.4,8,02,01,co
,14.4,8,03,01,co
,17.0,8,04,01,co
,9.3,8,05,01,co
,0.0,8,06,01,co
,5.1,8,01,02,co
,7.6,8,02,02,co
,11.0,8,03,02,co
,15.1,8,04,02,co
,0.7,8,05,02,co
,0.0,8,06,02,co
154,6.1,8,01,03,co
33,9.1,8,02,03,co
49,14.0,8,03,03,co
46,17.9,8,04,03,co
27,12.9,8,05,03,co
0,0.0,8,06,03,co
35,9.6,8,01,04,co
44,12.0,8,02,04,co
53,15.7,8,03,04,co
29,11.8,8,04,04,co
7,1.4,8,05,04,co
0,0.0,8,06,04,co
32,7.0,8,01,05,co
44,13.7,8,02,05,co
54,18.3,8,03,05,co
58,21.8,8,04,05,co
35,13.8,8,05,05,co
0,0.0,8,06,05,co
37,9.3,8,01,06,co
49,14.5,8,02,06,co
46,17.8,8,03,06,co
50,20.9,8,04,06,co
12,6.1,8,05,06,co
,0.0,8,06,06,co
27,7.0,8,01,07,co
39,8.5,8,02,07,co
57,15.2,8,03,07,co
40,14.2,8,04,07,co
3,0.6,8,05,07,co
1,0.0,8,06,07,co
38,8.1,8,01,08,co
51,14.8,8,02,08,co
61,21.6,8,03,08,co
66,27.0,8,04,08,co
42,20.5,8,05,08,co
0,0.0,8,06,08,co
35,8.5,8,01,09,co
56,16.1,8,02,09,co
57,20.3,8,03,09,co
62,22.2,8,04,09,co
27,13.5,8,05,09,co
0,0.0,8,06,09,co
30,5.6,8,01,10,co
42,10.3,8,02,10,co
47,14.1,8,03,10,co
46,17.6,8,04,10,co
40,14.5,8,05,10,co
0,0.0,8,06,10,co
52,11.8,8,01,11,co
53,16.0,8,02,11,co
66,20.9,8,03,11,co
70,26.4,8,04,11,co
69,30.5,8,05,11,co
30,15.1,8,06,11,co
22,5.2,8,01,12,co
35,8.3,8,02,12,co
59,13.9,8,03,12,co
17,7.8,8,04,12,co
0,0.0,8,05,12,co
0,0.0,8,06,12,co
26,5.6,8,01,13,co
43,8.5,8,02,13,co
44,11.0,8,03,13,co
36,12.8,8,04,13,co
30,12.8,8,05,13,co
0,0.0,8,06,13,co
35,8.3,8,01,14,co
50,12.7,8,02,14,co
59,18.2,8,03,14,co
61,22.2,8,04,14,co
32,15.8,8,05,14,co
0,0.0,8,06,14,co
28,7.1,8,01,15,co
29,8.4,8,02,15,co
37,11.2,8,03,15,co
24,9.3,8,04,15,co
2,0.9,8,05,15,co
0,0.0,8,06,15,co
32,7.2,8,01,16,co
46,11.3,8,02,16,co
41,13.5,8,03,16,co
47,18.5,8,04,16,co
33,13.6,8,05,16,co
0,0.0,8,06,16,co
29,5.9,10,01,10,co
31,7.6,10,02,10,co
45,11.2,10,03,10,co
44,14.0,10,04,10,co
52,17.6,10,05,10,co
1,0.9,10,06,10,co
37,9.7,10,01,11,co
49,12.3,10,02,11,co
56,16.3,10,03,11,co
74,23.1,10,04,11,co
91,32.9,10,05,11,co
60,31.0,10,06,11,co
20,4.5,10,01,12,co
33,7.9,10,02,12,co
47,11.8,10,03,12,co
28,11.1,10,04,12,co
7,3.4,10,05,12,co
0,0.0,10,06,12,co
28,6.1,10,01,13,co
32,8.2,10,02,13,co
46,11.6,10,03,13,co
47,15.4,10,04,13,co
56,20.7,10,05,13,co
8,3.4,10,06,13,co
32,7.9,10,01,14,co
60,12.7,10,02,14,co
58,17.5,10,03,14,co
68,23.1,10,04,14,co
59,25.0,10,05,14,co
19,9.5,10,06,14,co
35,8.0,10,01,15,co
33,9.6,10,02,15,co
47,12.0,10,03,15,co
37,13.0,10,04,15,co
24,12.2,10,05,15,co
13,6.5,10,06,15,co
31,7.4,10,01,16,co
50,11.0,10,02,16,co
41,12.7,10,03,16,co
63,19.4,10,04,16,co
62,23.7,10,05,16,co
29,14.3,10,06,16,co
18,2.6,9,01,00,co
21,4.7,9,02,00,co
26,6.4,9,03,00,co
19,5.7,9,04,00,co
16,2.4,9,01,01,co
18,3.4,9,02,01,co
25,5.8,9,03,01,co
19,5.0,9,04,01,co
13,2.4,9,01,02,co
16,2.7,9,02,02,co
17,2.8,9,03,02,co
1,0.4,9,04,02,co
15,3.4,9,01,03,co
23,5.3,9,02,03,co
43,10.4,9,03,03,co
28,10.9,9,04,03,co
15,2.3,9,01,04,co
20,3.7,9,02,04,co
14,3.7,9,03,04,co
12,3.7,9,04,04,co
13,4.0,9,01,05,co
20,5.9,9,02,05,co
24,6.9,9,03,05,co
22,6.4,9,04,05,co
24,6.1,9,01,06,co
26,7.3,9,02,06,co
28,8.6,9,03,06,co
20,5.7,9,04,06,co
27,6.6,9,01,07,co
28,7.7,9,02,07,co
30,6.4,9,03,07,co
32,10.5,9,04,07,co
22,5.1,9,01,08,co
27,6.7,9,02,08,co
33,8.8,9,03,08,co
29,10.0,9,04,08,co
18,3.6,9,01,10,co
21,4.4,9,02,10,co
30,7.3,9,03,10,co
22,5.8,9,04,10,co
19,3.9,9,01,12,co
26,5.4,9,02,12,co
17,4.4,9,03,12,co
4,1.3,9,04,12,co
12,2.4,9,01,13,co
16,3.5,9,02,13,co
21,5.4,9,03,13,co
27,8.2,9,04,13,co
28,5.1,9,01,14,co
29,7.6,9,02,14,co
39,10.2,9,03,14,co
28,8.6,9,04,14,co
20,5.1,9,01,15,co
27,6.4,9,02,15,co
23,7.4,9,03,15,co
27,9.8,9,04,15,co
23,5.3,9,01,16,co
26,6.4,9,02,16,co
33,8.3,9,03,16,co
31,9.4,9,04,16,co
49,13.7,10,01,06,co
53,14.4,10,02,06,co
55,17.1,10,03,06,co
53,19.1,10,04,06,co
36,8.9,10,01,07,co
52,12.2,10,03,07,co
47,12.4,10,03,07,co
52,15.1,10,04,07,co
38,10.4,10,01,08,co
57,16.4,10,03,08,co
57,18.2,10,03,08,co
57,19.7,10,04,08,co
41,10.0,10,01,09,co
47,12.0,10,02,09,co
54,14.9,10,04,09,co
49,16.4,10,04,09,co
29,5.6,10,01,10,co
40,8.0,10,02,10,co
41,10.2,10,03,10,co
38,11.5,10,04,10,co
42,11.1,10,01,11,co
54,14.8,10,02,11,co
53,15.3,10,03,11,co
68,20.8,10,04,11,co
25,4.8,10,01,12,co
37,7.6,10,02,12,co
29,8.4,10,03,12,co
15,4.4,10,04,12,co
23,4.1,10,01,13,co
31,6.0,10,02,13,co
42,10.1,10,03,13,co
42,13.1,10,04,13,co
35,8.0,10,01,14,co
50,13.4,10,02,14,co
51,15.8,10,03,14,co
53,16.8,10,04,14,co
35,9.6,10,01,15,co
42,11.0,10,02,15,co
39,12.6,10,04,15,co
45,13.4,10,04,15,co
39,9.2,10,01,16,co
41,11.6,10,02,16,co
49,13.9,10,03,16,co
50,15.7,10,04,16,co
28,6.5,10,01,12,co
42,10.2,10,02,12,co
55,13.8,10,03,12,co
37,13.4,10,04,12,co
24,11.5,10,05,12,co
0,0.0,10,06,12,co
28,6.4,10,01,13,co
34,8.1,10,02,13,co
43,10.3,10,03,13,co
51,15.0,10,04,13,co
56,19.6,10,05,13,co
36,15.4,10,06,13,co
35,8.6,10,01,14,co
63,14.4,10,02,14,co
69,19.8,10,03,14,co
75,25.0,10,04,14,co
69,27.1,10,05,14,co
36,18.2,10,06,14,co
37,9.4,10,01,15,co
39,11.6,10,02,15,co
55,15.3,10,03,15,co
46,17.6,10,04,15,co
45,19.1,10,05,15,co
42,20.7,10,06,15,co
38,9.6,10,01,16,co
50,12.9,10,02,16,co
54,15.1,10,03,16,co
68,21.0,10,04,16,co
71,25.0,10,05,16,co
41,17.5,10,06,16,co
,4.0,10,01,00,co
,8.5,10,02,00,co
,11.5,10,03,00,co
,15.1,10,04,00,co
,18.6,10,05,00,co
,6.7,10,06,00,co
,7.3,10,01,01,co
,8.5,10,02,01,co
,11.1,10,03,01,co
,15.3,10,04,01,co
,18.1,10,05,01,co
,8.9,10,06,01,co
,6.6,10,01,02,co
,8.8,10,02,02,co
,11.2,10,03,02,co
,11.4,10,04,02,co
,9.2,10,05,02,co
,0.0,10,06,02,co
,6.5,10,01,03,co
,8.3,10,02,03,co
,12.2,10,03,03,co
,16.6,10,04,03,co
,21.1,10,05,03,co
,10.3,10,06,03,co
,5.8,10,01,04,co
,7.7,10,02,04,co
,10.3,10,03,04,co
,12.4,10,04,04,co
,16.2,10,05,04,co
,6.5,10,06,04,co
,5.6,10,01,05,co
,8.3,10,02,05,co
,10.2,10,03,05,co
,13.7,10,04,05,co
,17.3,10,05,05,co
,9.2,10,06,05,co
,13.0,10,01,06,co
,16.7,10,02,06,co
,18.8,10,03,06,co
,21.0,10,04,06,co
,23.4,10,05,06,co
,14.4,10,06,06,co
37,7.6,10,01,07,co
48,9.4,10,02,07,co
64,12.8,10,03,07,co
67,15.6,10,04,07,co
63,18.7,10,05,07,co
7,11.8,10,06,07,co
40,8.0,10,01,08,co
52,12.1,10,02,08,co
68,17.0,10,03,08,co
73,20.2,10,04,08,co
70,23.7,10,05,08,co
44,19.6,10,06,08,co
36,9.0,10,01,09,co
51,13.1,10,02,09,co
63,16.0,10,03,09,co
70,19.4,10,04,09,co
63,22.5,10,05,09,co
26,12.1,10,06,09,co
32,6.0,10,01,10,co
37,8.0,10,02,10,co
52,10.8,10,03,10,co
52,13.1,10,04,10,co
62,17.2,10,05,10,co
20,8.5,10,06,10,co
45,10.3,10,01,11,co
54,13.4,10,02,11,co
63,16.4,10,03,11,co
79,20.9,10,04,11,co
91,26.4,10,05,11,co
63,24.8,10,06,11,co
22,4.2,10,01,12,co
35,6.9,10,02,12,co
50,10.3,10,03,12,co
40,10.7,10,04,12,co
36,12.3,10,05,12,co
2,1.0,10,06,12,co
24,4.9,10,01,13,co
34,6.3,10,02,13,co
42,8.6,10,03,13,co
51,12.6,10,04,13,co
56,17.3,10,05,13,co
33,13.5,10,06,13,co
33,5.9,10,01,14,co
64,11.4,10,02,14,co
67,15.7,10,03,14,co
75,19.6,10,04,14,co
85,23.9,10,05,14,co
48,20.1,10,06,14,co
42,10.1,10,01,15,co
43,11.5,10,02,15,co
56,14.4,10,03,15,co
55,16.3,10,04,15,co
64,19.9,10,05,15,co
52,20.3,10,06,15,co
32,6.8,10,01,16,co
49,10.4,10,02,16,co
47,11.9,10,03,16,co
62,15.8,10,04,16,co
68,19.7,10,05,16,co
42,16.3,10,06,16,co
17,2.1,9,01,00,co
14,2.5,9,02,00,co
20,3.1,9,04,00,co
6,1.6,9,04,00,co
7,0.8,9,01,01,co
12,2.1,9,02,01,co
12,2.5,9,03,01,co
3,0.6,9,04,01,co
10,1.3,9,01,02,co
9,1.1,9,02,02,co
7,1.5,9,03,02,co
0,0.0,9,04,02,co
9,1.2,9,01,03,co
14,2.0,9,02,03,co
19,4.2,9,03,03,co
6,1.9,9,04,03,co
8,1.2,9,01,04,co
14,2.2,9,02,04,co
2,0.4,9,03,04,co
2,0.2,9,04,04,co
20,3.0,9,02,05,co
17,3.2,9,02,05,co
17,4.1,9,03,05,co
8,1.5,9,04,05,co
10,1.5,9,01,06,co
11,1.6,9,02,06,co
15,3.1,9,03,06,co
1,0.1,9,04,06,co
24,5.6,9,01,07,co
25,6.2,9,02,07,co
22,5.4,9,03,07,co
9,2.8,9,04,07,co
18,3.8,9,01,08,co
24,5.8,9,02,08,co
26,6.5,9,03,08,co
16,5.2,9,04,08,co
10,1.8,9,01,10,co
16,2.8,9,02,10,co
15,2.2,9,03,10,co
2,0.3,9,04,10,co
9,1.9,9,01,12,co
14,2.2,9,02,12,co
0,0.0,9,03,12,co
0,0.0,9,04,12,co
7,1.2,9,01,13,co
10,1.4,9,02,13,co
9,1.4,9,03,13,co
10,2.7,9,04,13,co
13,2.2,9,01,14,co
22,4.9,9,02,14,co
23,5.5,9,03,14,co
11,3.3,9,04,14,co
9,1.7,9,01,15,co
14,2.4,9,02,15,co
5,1.4,9,03,15,co
3,1.1,9,04,15,co
12,2.2,9,01,16,co
14,2.8,9,02,16,co
12,2.8,9,03,16,co
3,0.8,9,04,16,co
5,0.8,10,01,05,co
22,2.7,10,02,05,co
15,4.1,10,03,05,co
42,8.5,10,04,05,co
32,11.9,10,05,05,co
,0.0,10,06,05,co
9,2.4,10,01,06,co
,1.8,10,02,06,co
4,1.0,10,03,06,co
5,1.2,10,04,06,co
4,0.9,10,05,06,co
,0.0,10,06,06,co
28,4.8,10,01,07,co
,6.0,10,02,07,co
,6.4,10,03,07,co
27,7.7,10,04,07,co
33,13.1,10,05,07,co
6,3.8,10,06,07,co
7,1.1,10,01,08,co
14,2.8,10,02,08,co
19,4.3,10,03,08,co
24,6.1,10,04,08,co
11,5.1,10,05,08,co
1,0.0,10,06,08,co
2,0.0,10,01,09,co
2,0.0,10,02,09,co
3,0.3,10,03,09,co
9,1.1,10,04,09,co
18,8.0,10,05,09,co
1,0.0,10,06,09,co
10,2.6,10,01,10,co
9,2.5,10,02,10,co
20,4.3,10,03,10,co
36,9.5,10,04,10,co
33,10.8,10,05,10,co
0,0.0,10,06,10,co
7,0.0,10,01,11,co
6,0.5,10,02,11,co
5,0.6,10,03,11,co
2,0.0,10,04,11,co
10,0.3,10,05,11,co
0,0.0,10,06,11,co
11,2.1,10,01,12,co
10,1.8,10,02,12,co
17,3.3,10,03,12,co
0,0.0,10,04,12,co
0,0.0,10,05,12,co
0,0.0,10,06,12,co
0,0.0,10,01,13,co
1,0.1,10,02,13,co
15,2.1,10,03,13,co
12,3.4,10,04,13,co
6,2.7,10,05,13,co
0,0.0,10,06,13,co
12,1.8,10,01,14,co
20,2.8,10,02,14,co
13,2.8,10,03,14,co
15,3.4,10,04,14,co
10,3.4,10,05,14,co
0,0.0,10,06,14,co
11,1.9,10,01,15,co
11,2.5,10,02,15,co
22,4.8,10,03,15,co
12,5.5,10,04,15,co
17,7.1,10,05,15,co
14,7.7,10,06,15,co
11,2.3,10,01,16,co
16,3.0,10,02,16,co
22,4.7,10,03,16,co
33,7.4,10,04,16,co
43,9.6,10,05,16,co
16,6.8,10,06,16,co
25,5.9,9,01,00,co
32,8.2,9,02,00,co
31,10.4,9,03,00,co
11,3.8,9,04,00,co
26,5.1,9,01,01,co
32,7.0,9,02,01,co
32,9.4,9,03,01,co
17,5.7,9,04,01,co
21,4.0,9,01,02,co
29,6.1,9,02,02,co
27,6.8,9,03,02,co
0,0.0,9,04,02,co
23,5.3,9,01,03,co
37,8.4,9,02,03,co
30,9.8,9,03,03,co
19,6.0,9,04,03,co
23,5.3,9,01,04,co
26,6.7,9,02,04,co
17,6.1,9,03,04,co
0,0.0,9,04,04,co
27,7.8,9,01,05,co
33,8.6,9,02,05,co
32,10.2,9,03,05,co
11,3.4,9,04,05,co
32,9.0,9,01,06,co
40,11.6,9,02,06,co
36,12.1,9,03,06,co
10,3.1,9,04,06,co
22,4.9,9,01,07,co
32,7.4,9,02,07,co
18,5.7,9,03,07,co
6,1.7,9,04,07,co
35,7.4,9,01,08,co
46,11.8,9,02,08,co
39,12.5,9,03,08,co
32,11.9,9,04,08,co
25,4.4,9,01,10,co
35,7.2,9,02,10,co
31,8.8,9,03,10,co
18,5.3,9,04,10,co
32,6.7,9,01,12,co
43,9.6,9,02,12,co
24,7.9,9,03,12,co
0,0.0,9,04,12,co
28,5.2,9,01,13,co
36,8.2,9,02,13,co
35,10.2,9,03,13,co
21,8.0,9,04,13,co
35,8.9,9,01,14,co
45,15.3,9,03,14,co
29,11.0,9,04,14,co
26,7.0,9,01,15,co
34,8.2,9,02,15,co
28,8.3,9,03,15,co
7,2.5,9,04,15,co
35,8.3,9,01,16,co
37,10.3,9,02,16,co
38,11.6,9,03,16,co
21,8.2,9,04,16,co
26,4.7,8,01,00,co
29,7.4,8,02,00,co
27,8.4,8,03,00,co
16,5.2,8,04,00,co
21,3.3,8,01,01,co
23,4.6,8,02,01,co
19,5.0,8,03,01,co
0,0.0,8,04,01,co
16,2.6,8,01,02,co
20,3.9,8,02,02,co
20,4.1,8,03,02,co
0,0.0,8,04,02,co
19,4.2,8,01,03,co
30,6.7,8,02,03,co
32,8.6,8,03,03,co
21,7.5,8,04,03,co
19,4.2,8,01,04,co
20,3.7,8,02,04,co
0,0.0,8,03,04,co
0,0.0,8,04,04,co
27,7.2,8,01,05,co
28,6.8,8,02,05,co
26,7.3,8,03,05,co
0,0.0,8,04,05,co
29,7.0,8,01,06,co
29,7.6,8,02,06,co
30,8.2,8,03,06,co
0,0.0,8,04,06,co
23,4.6,8,01,07,co
34,6.6,8,02,07,co
29,8.2,8,03,07,co
0,0.0,8,04,07,co
30,5.8,8,01,08,co
34,8.4,8,02,08,co
31,9.2,8,03,08,co
20,7.1,8,04,08,co
18,3.4,8,01,10,co
24,4.6,8,02,10,co
24,7.6,8,03,10,co
