date,snow_depth,water,water_adjusted,site
3/2013,55.6,20.9,--,RTT
4/2013,38.0,15.9,--,RTT
5/2013,9.1,4.3,--,RTT
2/2014,4.5,1.0,--,RTT
3/2014,16.5,5.0,--,RTT
4/2014,47.0,11.5,--,RTT
5/2014,9.0,3.0,--,RTT
2/2015,17.5,5.5,--,RTT
3/2015,13.0,4.0,--,RTT
4/2015,3.5,1.5,--,RTT
5/2015,0.0,0.0,--,RTT
2/2016,69.5,18.5,--,RTT
3/2016,66.5,25.0,--,RTT
4/2016,63.5,27.0,--,RTT
5/2016,34.0,15.5,--,RTT
1/2000,8.9,1.7,--,RWL
2/2000,46.8,10.2,10.9,RWL
3/2000,55.9,16.6,18.6,RWL
4/2000,46.7,18.1,18.1,RWL
5/2000,19.5,7.6,7.6,RWL
1/2001,11.2,2.9,--,RWL
2/2001,21.8,5.4,5.4,RWL
3/2001,34.3,8.0,8.3,RWL
4/2001,20.8,6.6,6.6,RWL
5/2001,6.3,2.4,2.4,RWL
1/2002,31.7,8.3,--,RWL
2/2002,37.2,10.4,10.4,RWL
3/2002,34.9,11.0,11.1,RWL
4/2002,38.4,13.4,13.4,RWL
5/2002,9.6,1.8,1.8,RWL
1/2003,33.8,9.2,--,RWL
2/2003,32.6,12.0,12.0,RWL
3/2003,35.4,12.8,12.8,RWL
4/2003,31.7,13.2,13.3,RWL
5/2003,23.8,9.5,10.8,RWL
1/2004,34.4,7.0,--,RWL
2/2004,36.9,10.3,10.5,RWL
3/2004,60.8,16.2,16.2,RWL
4/2004,26.7,11.0,11.0,RWL
5/2004,0.0,0.0,--,RWL
1/2005,21.9,2.3,--,RWL
2/2005,43.8,12.9,13.6,RWL
3/2005,45.6,13.8,14.2,RWL
4/2005,55.7,17.6,17.7,RWL
5/2005,21.9,9.1,9.1,RWL
2/2006,32.7,9.2,9.8,RWL
3/2006,48.9,16.4,20.2,RWL
4/2006,53.2,17.6,18.2,RWL
5/2006,43.9,18.6,18.6,RWL
1/2007,17.1,3.0,--,RWL
2/2007,17.0,3.9,3.9,RWL
3/2007,45.9,9.5,10.7,RWL
4/2007,19.0,7.5,8.4,RWL
5/2007,5.5,1.7,1.7,RWL
2/2008,45.8,11.3,11.3,RWL
3/2008,53.7,15.2,15.2,RWL
4/2008,39.2,14.4,14.4,RWL
5/2008,22.9,8.7,8.7,RWL
1/2009,17.4,3.3,--,RWL
2/2009,15.9,4.0,--,RWL
3/2009,23.4,6.6,--,RWL
4/2009,33.0,10.8,--,RWL
5/2009,3.1,1.1,--,RWL
1/2010,25.0,5.4,--,RWL
2/2010,41.3,10.0,--,RWL
3/2010,46.1,11.4,--,RWL
4/2010,43.6,13.0,--,RWL
5/2010,35.5,11.9,--,RWL
2/2011,33.9,11.4,--,RWL
3/2011,54.9,16.0,--,RWL
4/2011,71.8,24.8,--,RWL
5/2011,50.1,20.8,--,RWL
1/2012,5.4,1.1,--,RWL
2/2012,8.6,2.2,--,RWL
3/2012,14.7,3.4,--,RWL
4/2012,24.8,7.5,--,RWL
5/2012,6.5,2.8,--,RWL
1/2013,39.5,8.4,--,RWL
2/2013,31.6,10.3,--,RWL
3/2013,32.2,10.2,--,RWL
4/2013,20.9,9.2,--,RWL
5/2013,0.0,0.0,--,RWL
1/2014,4.7,0.8,--,RWL
2/2014,3.0,0.0,--,RWL
3/2014,5.0,1.5,--,RWL
4/2014,1.5,1.0,--,RWL
5/2014,0.0,0.0,--,RWL
1/2015,15.5,2.5,--,RWL
2/2015,6.5,3.0,--,RWL
3/2015,4.5,2.0,--,RWL
4/2015,0.0,0.0,--,RWL
5/2015,0.0,0.0,--,RWL
2/2016,44.0,12.5,--,RWL
3/2016,36.5,13.0,--,RWL
4/2016,36.0,15.0,--,RWL
5/2016,8.5,2.5,--,RWL
2/2000,47.6,12.5,12.5,RWM
4/2000,64.5,30.5,30.5,RWM
2/2001,42.1,10.2,10.2,RWM
4/2001,45.6,21.2,21.2,RWM
2/2002,57.7,20.9,20.9,RWM
4/2002,79.0,30.7,30.7,RWM
2/2003,53.1,20.7,20.5,RWM
4/2003,42.0,15.6,15.6,RWM
2/2004,46.2,16.0,16.1,RWM
4/2004,36.1,17.2,17.2,RWM
5/2004,21.8,10.7,10.7,RWM
2/2005,95.7,33.2,33.2,RWM
4/2005,108.3,46.7,46.7,RWM
2/2006,61.3,19.4,19.8,RWM
4/2006,109.0,35.0,36.0,RWM
5/2006,95.3,43.8,43.8,RWM
2/2007,21.3,5.9,6.6,RWM
4/2007,28.1,11.8,11.8,RWM
2/2008,72.3,19.6,19.9,RWM
4/2008,62.3,31.1,31.8,RWM
2/2009,31.2,11.2,--,RWM
4/2009,52.6,23.6,--,RWM
2/2010,66.0,18.8,--,RWM
4/2010,71.8,31.4,--,RWM
2/2011,71.4,29.4,--,RWM
4/2011,136.4,49.9,--,RWM
2/2012,21.7,7.8,--,RWM
3/2012,21.2,6.8,--,RWM
4/2012,27.3,10.9,--,RWM
2/2013,46.1,15.3,--,RWM
3/2013,43.4,15.8,--,RWM
4/2013,26.7,11.0,--,RWM
2/2014,4.0,1.0,--,RWM
3/2014,28.8,9.7,--,RWM
4/2014,18.0,7.5,--,RWM
2/2015,14.0,5.5,--,RWM
3/2015,17.5,5.0,--,RWM
4/2015,5.5,2.5,--,RWM
2/2016,61.0,18.0,--,RWM
3/2016,58.5,21.0,--,RWM
4/2016,54.5,24.0,--,RWM
2/2000,65.1,17.9,19.3,SAS
3/2000,128.0,40.0,39.3,SAS
4/2000,92.0,40.0,40.0,SAS
5/2000,69.0,32.0,32.0,SAS
2/2001,55.3,14.9,14.9,SAS
3/2001,90.7,27.2,27.2,SAS
4/2001,60.8,26.0,26.0,SAS
5/2001,57.7,25.9,25.9,SAS
2/2002,85.4,28.5,28.5,SAS
3/2002,77.8,31.7,31.7,SAS
4/2002,101.1,42.0,42.0,SAS
5/2002,40.2,19.3,21.7,SAS
2/2003,49.5,18.8,18.8,SAS
3/2003,50.0,20.4,20.8,SAS
4/2003,49.6,22.8,22.8,SAS
5/2003,72.2,29.1,29.3,SAS
2/2004,82.8,29.0,29.6,SAS
3/2004,116.5,41.9,41.9,SAS
4/2004,72.5,32.0,32.0,SAS
5/2004,16.9,8.9,8.9,SAS
2/2005,116.3,44.4,45.7,SAS
3/2005,132.7,51.9,53.8,SAS
4/2005,150.8,63.1,63.1,SAS
5/2005,115.5,55.6,55.6,SAS
2/2006,68.4,23.9,25.1,SAS
3/2006,104.4,50.0,55.3,SAS
4/2006,97.8,37.2,40.6,SAS
5/2006,127.9,58.2,58.4,SAS
2/2007,26.3,8.7,8.7,SAS
3/2007,86.8,22.7,22.7,SAS
4/2007,44.7,17.7,17.7,SAS
5/2007,6.9,2.3,1.0,SAS
2/2008,86.2,27.0,27.0,SAS
3/2008,98.4,29.1,29.1,SAS
4/2008,73.2,35.8,36.0,SAS
5/2008,26.9,15.0,15.0,SAS
2/2009,39.9,14.3,--,SAS
3/2009,85.6,25.1,--,SAS
4/2009,66.3,31.0,--,SAS
5/2009,37.0,18.0,--,SAS
2/2010,86.9,28.5,--,SAS
3/2010,95.1,36.0,--,SAS
4/2010,95.6,40.8,--,SAS
5/2010,86.1,42.3,--,SAS
2/2011,75.8,30.9,--,SAS
3/2011,110.8,41.8,--,SAS
4/2011,162.5,62.4,--,SAS
5/2011,110.4,54.8,--,SAS
2/2012,17.3,5.3,--,SAS
3/2012,16.7,6.1,--,SAS
4/2012,44.8,16.1,--,SAS
5/2012,17.5,7.2,--,SAS
2/2013,45.9,18.3,--,SAS
3/2013,42.3,18.0,--,SAS
4/2013,36.4,15.2,--,SAS
5/2013,6.5,3.3,--,SAS
2/2014,0.0,0.0,--,SAS
3/2014,41.3,13.4,--,SAS
4/2014,24.5,10.0,--,SAS
5/2014,3.5,1.0,--,SAS
2/2015,13.5,5.0,--,SAS
3/2015,3.0,1.0,--,SAS
4/2015,0.0,0.0,--,SAS
5/2015,0.0,0.0,--,SAS
2/2016,93.5,31.0,--,SAS
3/2016,73.0,31.0,--,SAS
4/2016,66.0,32.5,--,SAS
5/2016,21.5,11.0,--,SAS
2/2000,40.7,10.1,--,SCE
4/2000,54.4,23.7,23.7,SCE
2/2001,29.5,6.9,--,SCE
4/2001,34.5,15.2,--,SCE
2/2002,53.5,16.3,--,SCE
4/2002,56.4,20.9,--,SCE
2/2003,36.2,13.1,--,SCE
4/2003,47.4,18.5,--,SCE
2/2004,45.0,14.7,--,SCE
4/2004,36.6,16.0,--,SCE
2/2005,78.0,25.0,--,SCE
4/2005,88.3,37.0,--,SCE
2/2006,56.5,18.4,--,SCE
5/2006,86.9,39.1,--,SCE
2/2007,18.7,4.1,--,SCE
4/2007,22.0,9.8,--,SCE
2/2008,64.7,19.4,--,SCE
4/2008,55.3,24.4,--,SCE
2/2009,29.7,9.4,--,SCE
4/2009,53.4,21.8,--,SCE
2/2010,60.3,18.4,--,SCE
4/2010,64.6,27.5,--,SCE
2/2011,65.1,24.6,--,SCE
4/2011,114.8,43.8,--,SCE
2/2012,24.2,7.3,--,SCE
3/2012,23.5,6.2,--,SCE
4/2012,29.4,10.8,--,SCE
2/2013,43.7,12.0,--,SCE
3/2013,40.4,12.6,--,SCE
4/2013,26.6,10.0,--,SCE
2/2014,0.0,0.0,--,SCE
3/2014,25.8,7.1,--,SCE
4/2014,20.0,7.0,--,SCE
2/2015,12.0,4.0,--,SCE
3/2015,7.0,2.5,--,SCE
4/2015,0.0,0.0,--,SCE
2/2016,51.0,14.0,--,SCE
3/2016,51.0,17.5,--,SCE
4/2016,46.5,20.0,--,SCE
2/2000,47.7,10.0,--,SCF
3/2000,74.2,22.0,--,SCF
4/2000,51.3,22.3,22.3,SCF
5/2000,28.0,12.9,--,SCF
2/2001,51.3,14.0,--,SCF
3/2001,47.3,13.1,--,SCF
4/2001,29.6,12.0,--,SCF
2/2002,39.0,13.9,--,SCF
3/2002,37.1,15.5,--,SCF
4/2002,89.1,37.5,--,SCF
5/2002,10.3,3.5,--,SCF
2/2003,72.6,28.3,--,SCF
3/2003,35.3,14.7,--,SCF
4/2003,31.5,15.3,--,SCF
5/2003,36.9,17.5,--,SCF
2/2004,44.9,15.2,--,SCF
3/2004,70.9,22.0,--,SCF
4/2004,33.4,16.4,--,SCF
5/2004,0.0,0.0,--,SCF
2/2005,67.7,22.6,--,SCF
3/2005,121.7,47.6,--,SCF
4/2005,84.2,34.9,--,SCF
5/2005,65.3,32.5,--,SCF
2/2006,56.1,18.9,--,SCF
3/2006,51.2,23.9,--,SCF
4/2006,82.6,31.4,--,SCF
5/2006,138.6,66.8,--,SCF
6/2006,0.0,0.0,--,SCF
2/2007,14.4,4.4,--,SCF
3/2007,47.0,13.3,--,SCF
4/2007,21.8,7.3,--,SCF
5/2007,0.4,0.1,--,SCF
2/2008,56.8,16.9,--,SCF
3/2008,74.9,23.3,--,SCF
4/2008,42.4,20.3,--,SCF
5/2008,8.7,4.4,--,SCF
2/2009,28.8,7.6,--,SCF
3/2009,47.0,15.2,--,SCF
4/2009,46.2,20.1,--,SCF
5/2009,19.0,7.6,--,SCF
2/2010,55.9,16.0,--,SCF
3/2010,51.3,17.5,--,SCF
4/2010,50.5,22.4,--,SCF
5/2010,47.9,22.0,--,SCF
2/2011,47.9,18.0,--,SCF
3/2011,77.7,25.1,--,SCF
4/2011,100.7,37.2,--,SCF
5/2011,61.9,29.0,--,SCF
2/2012,13.0,2.8,--,SCF
3/2012,14.8,4.6,--,SCF
4/2012,15.4,5.5,--,SCF
5/2012,0.0,0.0,--,SCF
2/2013,38.6,14.8,--,SCF
3/2013,36.4,15.1,--,SCF
4/2013,25.9,12.9,--,SCF
5/2013,0.0,0.0,--,SCF
2/2014,0.0,0.0,--,SCF
3/2014,16.5,6.5,--,SCF
4/2014,24.5,9.0,--,SCF
5/2014,0.0,0.0,--,SCF
2/2015,8.5,2.5,--,SCF
3/2015,0.5,0.5,--,SCF
4/2015,0.0,0.0,--,SCF
5/2015,0.0,0.0,--,SCF
2/2016,60.5,18.0,--,SCF
3/2016,47.5,19.5,--,SCF
4/2016,44.5,21.0,--,SCF
5/2016,16.5,9.0,--,SCF
2/2000,62.1,13.0,14.0,SDL
3/2000,88.9,28.3,28.1,SDL
4/2000,68.7,27.8,27.8,SDL
2/2001,39.5,9.6,9.6,SDL
3/2001,67.6,17.2,17.1,SDL
4/2001,51.7,18.9,18.9,SDL
2/2002,61.7,23.0,24.7,SDL
3/2002,67.2,26.4,26.4,SDL
4/2002,74.8,29.8,29.8,SDL
2/2003,64.5,23.8,23.8,SDL
3/2003,73.2,25.9,25.9,SDL
4/2003,68.7,27.1,27.2,SDL
2/2004,58.2,19.5,20.0,SDL
3/2004,97.0,31.4,30.4,SDL
4/2004,58.7,26.2,26.2,SDL
2/2005,89.4,31.1,34.4,SDL
3/2005,108.3,39.1,39.1,SDL
4/2005,118.0,43.1,43.1,SDL
2/2006,94.4,34.8,34.5,SDL
3/2006,127.5,42.9,40.3,SDL
4/2006,128.9,51.8,54.4,SDL
2/2007,32.6,8.6,8.6,SDL
3/2007,71.6,17.8,17.8,SDL
4/2007,41.1,15.1,16.6,SDL
3/2008,106.8,33.0,33.0,SDL
4/2008,70.5,30.8,30.9,SDL
2/2009,53.1,15.3,--,SDL
4/2009,69.5,28.0,--,SDL
2/2010,64.7,19.8,--,SDL
3/2010,89.0,28.5,--,SDL
4/2010,68.6,29.5,--,SDL
2/2011,79.6,29.5,--,SDL
3/2011,98.4,34.4,--,SDL
4/2011,132.6,55.6,--,SDL
2/2012,31.8,8.2,--,SDL
3/2012,28.2,9.0,--,SDL
4/2012,43.5,15.1,--,SDL
2/2013,59.3,21.8,--,SDL
3/2013,56.5,21.6,--,SDL
4/2013,52.1,23.3,--,SDL
2/2014,31.0,6.5,--,SDL
3/2014,61.0,16.0,--,SDL
4/2014,55.0,17.5,--,SDL
2/2015,15.0,4.0,--,SDL
3/2015,23.5,8.0,--,SDL
4/2015,6.0,2.0,--,SDL
2/2016,69.0,21.0,--,SDL
3/2016,66.5,24.5,--,SDL
4/2016,60.0,27.0,--,SDL
3/2000,59.3,15.6,15.6,SDM
4/2000,43.2,16.9,16.9,SDM
5/2000,18.1,8.2,8.2,SDM
2/2001,25.1,4.2,4.3,SDM
3/2001,39.5,9.7,9.7,SDM
4/2001,27.9,11.5,11.5,SDM
5/2001,17.9,8.2,8.2,SDM
2/2002,50.2,14.0,14.0,SDM
3/2002,40.3,13.7,13.7,SDM
4/2002,34.4,12.4,12.4,SDM
5/2002,7.0,3.0,3.0,SDM
2/2003,38.0,12.4,12.4,SDM
3/2003,49.1,16.0,16.0,SDM
4/2003,41.9,15.1,15.1,SDM
5/2003,23.5,10.4,10.5,SDM
2/2004,38.4,10.8,11.0,SDM
3/2004,64.4,17.9,17.4,SDM
4/2004,27.7,10.7,10.7,SDM
5/2004,5.6,2.5,2.5,SDM
2/2005,74.0,22.7,22.7,SDM
3/2005,76.9,25.3,25.3,SDM
4/2005,89.6,29.8,29.8,SDM
5/2005,53.5,24.3,24.3,SDM
2/2006,55.0,18.6,18.6,SDM
3/2006,47.2,17.7,19.8,SDM
4/2006,65.8,23.1,25.8,SDM
5/2006,62.8,27.7,27.7,SDM
2/2007,19.1,2.9,2.9,SDM
3/2007,24.8,5.3,5.3,SDM
4/2007,9.6,3.3,4.1,SDM
5/2007,0.5,0.2,0.2,SDM
2/2008,61.9,15.4,15.6,SDM
3/2008,68.2,24.0,24.0,SDM
4/2008,47.0,21.4,21.9,SDM
5/2008,3.1,1.4,1.4,SDM
2/2009,29.0,6.9,--,SDM
3/2009,45.7,14.4,--,SDM
4/2009,37.1,14.1,--,SDM
5/2009,7.8,3.2,--,SDM
2/2010,57.4,14.1,--,SDM
3/2010,80.5,22.9,--,SDM
4/2010,54.9,22.6,--,SDM
5/2010,41.4,18.5,--,SDM
2/2011,64.1,24.0,--,SDM
3/2011,84.6,28.8,--,SDM
4/2011,93.7,34.8,--,SDM
5/2011,64.4,28.4,--,SDM
2/2012,24.7,6.0,--,SDM
3/2012,22.5,6.5,--,SDM
4/2012,16.7,5.6,--,SDM
5/2012,0.7,0.3,--,SDM
2/2013,35.6,10.1,--,SDM
3/2013,31.2,9.5,--,SDM
4/2013,16.3,6.1,--,SDM
5/2013,0.0,0.0,--,SDM
2/2014,8.0,2.0,--,SDM
3/2014,34.6,8.7,--,SDM
5/2014,1.0,0.5,--,SDM
2/2015,13.0,3.0,--,SDM
3/2015,12.5,3.5,--,SDM
4/2015,0.0,0.0,--,SDM
5/2015,0.0,0.0,--,SDM
2/2016,40.0,10.0,--,SDM
3/2016,41.0,13.5,--,SDM
4/2016,34.5,14.5,--,SDM
5/2016,11.0,4.5,--,SDM
2/2000,74.7,26.4,--,SFT
3/2000,141.9,52.6,--,SFT
4/2000,118.2,56.6,56.6,SFT
5/2000,108.2,57.9,--,SFT
2/2001,46.3,15.3,--,SFT
3/2001,90.6,29.3,--,SFT
4/2001,64.3,32.5,--,SFT
5/2001,43.8,23.8,--,SFT
2/2002,70.0,30.3,--,SFT
3/2002,79.0,33.7,--,SFT
4/2002,85.3,39.3,--,SFT
5/2002,51.8,27.8,--,SFT
2/2003,95.6,46.0,--,SFT
3/2003,100.3,49.7,--,SFT
4/2003,115.9,63.1,--,SFT
5/2003,142.0,65.4,--,SFT
2/2004,87.2,34.8,--,SFT
3/2004,114.9,47.2,--,SFT
4/2004,106.1,54.0,--,SFT
5/2004,86.9,48.8,--,SFT
2/2005,82.0,30.9,--,SFT
3/2005,96.8,37.4,--,SFT
4/2005,119.6,44.2,--,SFT
5/2005,102.9,48.0,--,SFT
2/2006,98.0,34.9,--,SFT
3/2006,118.9,42.2,--,SFT
4/2006,151.6,60.6,--,SFT
5/2006,148.3,74.0,--,SFT
2/2007,44.3,12.6,--,SFT
3/2007,91.8,29.2,--,SFT
4/2007,60.4,25.8,--,SFT
5/2007,46.9,23.3,--,SFT
2/2008,85.8,25.2,--,SFT
3/2008,95.7,32.6,--,SFT
4/2008,78.4,36.0,--,SFT
5/2008,51.0,28.5,--,SFT
2/2009,21.7,6.7,--,SFT
3/2009,93.2,29.8,--,SFT
4/2009,76.8,33.4,--,SFT
5/2009,66.0,31.1,--,SFT
2/2010,109.2,34.7,--,SFT
3/2010,104.0,38.0,--,SFT
4/2010,130.7,56.2,--,SFT
2/2011,59.4,25.5,--,SFT
3/2011,96.0,35.0,--,SFT
4/2011,161.0,40.0,--,SFT
5/2011,125.5,65.0,--,SFT
2/2012,36.6,10.1,--,SFT
3/2012,56.1,14.4,--,SFT
4/2012,99.3,36.0,--,SFT
5/2012,69.5,31.2,--,SFT
2/2013,60.0,23.0,--,SFT
3/2013,66.3,27.9,--,SFT
5/2013,32.5,16.0,--,SFT
2/2014,0.0,0.0,--,SFT
3/2014,34.5,11.0,--,SFT
4/2014,25.5,9.5,--,SFT
5/2014,9.0,4.5,--,SFT
2/2015,29.0,12.0,--,SFT
3/2015,40.9,17.6,--,SFT
4/2015,27.5,13.0,--,SFT
5/2015,0.0,0.0,--,SFT
2/2016,98.5,35.0,--,SFT
3/2016,80.5,38.0,--,SFT
4/2016,85.0,45.5,--,SFT
5/2016,64.5,32.5,--,SFT
2/2000,77.0,23.6,25.0,SHM
3/2000,175.0,69.0,68.1,SHM
4/2000,141.0,69.6,69.6,SHM
5/2000,128.1,69.1,69.1,SHM
2/2001,56.6,18.6,18.6,SHM
3/2001,101.4,33.0,33.0,SHM
4/2001,85.3,52.9,52.9,SHM
5/2001,72.5,41.5,41.5,SHM
5/2002,55.7,31.2,32.4,SHM
2/2003,108.3,49.8,49.8,SHM
3/2003,109.3,55.8,55.8,SHM
4/2003,76.2,39.5,39.5,SHM
5/2003,159.0,71.0,70.2,SHM
2/2004,115.8,47.5,48.0,SHM
3/2004,132.7,56.7,54.7,SHM
4/2004,122.1,61.7,61.7,SHM
5/2004,76.5,42.0,42.0,SHM
2/2005,99.3,38.3,38.3,SHM
4/2005,130.8,59.4,59.4,SHM
5/2005,105.3,55.3,55.2,SHM
2/2006,93.7,36.4,32.7,SHM
5/2006,201.1,88.7,88.7,SHM
2/2007,33.1,10.6,10.6,SHM
4/2007,51.1,23.6,23.6,SHM
5/2007,40.9,17.9,17.9,SHM
3/2008,122.0,48.0,48.0,SHM
4/2008,95.3,55.7,55.7,SHM
5/2008,62.5,38.0,38.0,SHM
4/2009,70.5,35.7,--,SHM
5/2009,45.6,22.9,--,SHM
4/2012,121.8,40.4,--,SHM
5/2012,80.7,46.0,--,SHM
2/2013,77.7,28.8,--,SHM
3/2013,71.6,28.0,--,SHM
4/2013,58.1,26.8,--,SHM
5/2013,25.8,13.9,--,SHM
2/2014,2.0,1.0,--,SHM
3/2014,27.0,9.0,--,SHM
4/2014,22.5,4.5,--,SHM
5/2014,2.0,1.0,--,SHM
2/2015,17.0,3.5,--,SHM
3/2015,26.5,12.0,--,SHM
4/2015,10.5,6.0,--,SHM
5/2015,0.0,0.0,--,SHM
2/2016,93.5,39.0,--,SHM
3/2016,83.5,40.5,--,SHM
4/2016,98.5,50.0,--,SHM
5/2016,49.5,27.5,--,SHM
2/2000,64.5,13.3,--,SHW
4/2000,68.6,32.1,--,SHW
4/2001,42.6,18.3,--,SHW
2/2002,59.0,19.0,--,SHW
3/2002,65.8,26.0,--,SHW
4/2002,61.6,26.1,--,SHW
2/2003,51.1,20.5,--,SHW
3/2003,82.3,30.8,--,SHW
4/2003,88.1,35.4,--,SHW
5/2003,111.4,46.8,--,SHW
2/2004,78.0,24.3,--,SHW
3/2004,107.0,34.3,--,SHW
4/2004,73.0,33.0,--,SHW
2/2005,95.0,33.0,--,SHW
4/2005,115.0,49.5,--,SHW
2/2006,55.0,19.0,--,SHW
4/2006,82.0,35.4,--,SHW
2/2007,28.2,8.7,--,SHW
4/2007,37.9,14.8,--,SHW
4/2008,63.5,29.3,--,SHW
2/2009,40.9,15.6,--,SHW
4/2009,55.2,26.6,--,SHW
2/2010,79.1,22.9,--,SHW
4/2010,84.1,35.1,--,SHW
2/2011,62.9,24.7,--,SHW
4/2011,123.8,53.7,--,SHW
2/2012,15.9,4.5,--,SHW
4/2012,35.0,12.5,--,SHW
2/2013,31.6,11.5,--,SHW
4/2013,16.8,4.0,--,SHW
2/2014,4.0,1.5,--,SHW
4/2014,28.0,8.0,--,SHW
2/2015,13.0,3.5,--,SHW
4/2015,0.0,0.0,--,SHW
2/2016,78.0,24.0,--,SHW
4/2016,61.5,27.5,--,SHW
3/2000,51.5,13.6,13.6,SIB
4/2000,44.9,17.0,17.0,SIB
5/2000,29.2,14.5,14.5,SIB
2/2001,22.5,4.5,4.5,SIB
3/2001,42.0,11.5,11.4,SIB
4/2001,40.5,14.6,14.6,SIB
5/2001,33.3,14.8,14.8,SIB
2/2002,25.8,7.8,8.8,SIB
3/2002,43.5,12.9,12.9,SIB
4/2002,40.8,12.1,12.1,SIB
5/2002,21.0,10.2,10.2,SIB
2/2003,34.1,11.3,11.3,SIB
3/2003,39.2,10.7,12.2,SIB
4/2003,47.3,15.6,15.6,SIB
2/2004,37.5,10.6,10.9,SIB
3/2004,66.1,18.1,18.1,SIB
4/2004,39.5,15.0,15.0,SIB
5/2004,20.4,9.0,9.0,SIB
2/2005,71.5,24.3,24.3,SIB
3/2005,84.5,28.0,28.3,SIB
4/2005,85.5,30.9,32.0,SIB
5/2005,71.1,31.4,31.4,SIB
2/2006,46.4,16.8,16.8,SIB
3/2006,45.4,15.0,17.1,SIB
4/2006,67.8,22.5,25.4,SIB
5/2006,77.4,31.7,31.7,SIB
2/2007,6.3,0.7,0.7,SIB
3/2007,21.4,4.3,4.3,SIB
4/2007,0.2,0.0,--,SIB
5/2007,3.3,1.5,1.5,SIB
2/2008,44.4,11.6,15.0,SIB
3/2008,70.8,22.7,22.7,SIB
4/2008,54.4,22.1,22.6,SIB
5/2008,32.9,15.5,15.5,SIB
2/2009,21.4,6.4,--,SIB
3/2009,48.5,13.1,--,SIB
4/2009,44.5,14.6,--,SIB
5/2009,28.0,11.8,--,SIB
2/2010,61.2,15.2,--,SIB
3/2010,58.6,18.3,--,SIB
4/2010,60.5,23.0,--,SIB
5/2010,58.8,24.6,--,SIB
2/2011,63.0,24.0,--,SIB
3/2011,68.0,24.5,--,SIB
4/2011,84.1,35.3,--,SIB
5/2011,68.3,30.5,--,SIB
2/2012,25.0,6.5,--,SIB
3/2012,19.8,5.4,--,SIB
4/2012,26.3,7.0,--,SIB
5/2012,12.3,2.1,--,SIB
2/2013,38.0,9.2,--,SIB
3/2013,30.1,8.9,--,SIB
4/2013,20.4,7.1,--,SIB
5/2013,3.5,1.3,--,SIB
2/2014,10.0,2.0,--,SIB
3/2014,15.4,3.6,--,SIB
4/2014,26.0,8.0,--,SIB
5/2014,12.5,4.5,--,SIB
2/2015,9.0,2.5,--,SIB
3/2015,12.5,3.5,--,SIB
4/2015,1.5,1.0,--,SIB
5/2015,0.0,0.0,--,SIB
2/2016,30.0,8.0,--,SIB
3/2016,42.5,15.5,--,SIB
4/2016,39.0,12.5,--,SIB
5/2016,34.5,13.0,--,SIB
2/2000,69.3,18.3,19.2,SIL
3/2000,103.3,32.7,32.7,SIL
4/2000,38.0,16.6,16.6,SIL
5/2000,1.5,0.6,0.6,SIL
2/2001,29.5,10.5,10.5,SIL
3/2001,56.3,15.8,15.8,SIL
4/2001,20.2,8.4,8.4,SIL
5/2001,2.4,0.8,0.8,SIL
2/2002,51.7,18.9,18.9,SIL
3/2002,42.1,19.2,19.2,SIL
4/2002,42.8,20.0,20.0,SIL
5/2002,3.0,1.4,2.1,SIL
2/2003,29.1,13.3,13.3,SIL
3/2003,32.8,13.5,13.5,SIL
4/2003,19.1,7.4,7.4,SIL
5/2003,30.8,12.8,12.8,SIL
2/2004,60.3,19.3,19.3,SIL
3/2004,93.8,27.2,27.2,SIL
4/2004,33.9,14.8,14.8,SIL
5/2004,0.0,0.0,--,SIL
2/2005,68.4,23.8,23.8,SIL
3/2005,70.9,28.0,28.6,SIL
4/2005,82.5,28.9,28.9,SIL
5/2005,44.6,19.9,20.2,SIL
2/2006,33.7,11.7,13.1,SIL
3/2006,27.7,10.2,13.2,SIL
4/2006,56.4,19.5,20.2,SIL
5/2006,37.8,17.6,17.6,SIL
2/2007,17.9,6.0,54.0,SIL
3/2007,67.4,14.9,14.9,SIL
4/2007,11.0,4.2,4.2,SIL
5/2007,1.3,0.6,0.6,SIL
2/2008,63.6,18.8,19.2,SIL
3/2008,69.8,26.1,26.1,SIL
4/2008,40.3,19.6,19.6,SIL
5/2008,1.8,0.9,0.9,SIL
2/2009,24.6,9.2,--,SIL
3/2009,45.0,16.0,--,SIL
4/2009,42.6,18.4,--,SIL
5/2009,6.8,3.1,--,SIL
2/2010,57.1,17.7,--,SIL
3/2010,58.4,20.5,--,SIL
4/2010,50.2,21.8,--,SIL
5/2010,51.0,20.4,--,SIL
2/2011,43.5,16.8,--,SIL
3/2011,76.3,22.7,--,SIL
4/2011,105.3,38.2,--,SIL
5/2011,61.5,28.8,--,SIL
2/2012,22.1,3.7,--,SIL
3/2012,12.3,3.4,--,SIL
4/2012,29.1,8.7,--,SIL
5/2012,4.8,2.1,--,SIL
2/2013,25.4,8.9,--,SIL
3/2013,25.1,9.2,--,SIL
4/2013,10.8,3.7,--,SIL
5/2013,0.0,0.0,--,SIL
2/2014,0.5,0.0,--,SIL
3/2014,17.5,7.0,--,SIL
4/2014,15.5,5.0,--,SIL
5/2014,0.0,0.0,--,SIL
2/2015,3.0,1.0,--,SIL
3/2015,0.5,0.0,--,SIL
4/2015,0.0,0.0,--,SIL
5/2015,0.0,0.0,--,SIL
2/2016,64.0,20.0,--,SIL
3/2016,46.5,16.5,--,SIL
